"po_id";"po_date";"vendor_id";"vendor_name";"vendor_location";"vendor_rating";"item_id";"item_name";"category";"qty_ordered";"qty_received";"unit_cost";"expected_delivery_date";"delivery_date";"lead_time_days";"on_time";"return_qty";"defect_flag";"invoice_amount";"grn_date";"invoice_status";"purchase_type"
"PO00300";"2024-03-03";"V019";"Vendor S_19";"Mumbai";3.58;"I0040";"Item_40";"Finished Goods";101;101;824.45;"2024-03-13";"2024-03-10";7;1;0;0;83269.45;"2024-03-10";"Pending";"Consignment"
"PO00301";"2024-11-01";"V044";"Vendor R_44";"Mumbai";4.77;"I0087";"Item_87";"Packaging";132;132;1158.65;"2024-11-06";"2024-11-03";2;1;0;0;152941.8;"2024-11-05";"Disputed";"Consignment"
"PO00302";"2024-05-17";"V030";"Vendor D_30";"Pune";2.62;"I0044";"Item_44";"Packaging";376;376;1224.88;"2024-06-01";"2024-06-14";28;0;0;0;460554.88;"2024-06-16";"Disputed";"Spot"
"PO00303";"2023-07-08";"V035";"Vendor I_35";"Kolkata";4.91;"I0165";"Item_165";"Electronics";491;488;1450.95;"2023-07-13";"2023-07-18";10;0;0;0;708063.6;"2023-07-18";"Disputed";"Regular"
"PO00304";"2025-02-21";"V001";"Vendor A_1";"Delhi";3.44;"I0106";"Item_106";"Electronics";71;71;564.9;"2025-03-06";"2025-03-07";14;0;0;0;40107.9;"2025-03-09";"Posted";"Regular"
"PO00305";"2023-08-12";"V033";"Vendor G_33";"Bengaluru";2.66;"I0117";"Item_117";"Chemicals";192;151;589.91;"2023-08-25";"2023-08-26";14;0;0;0;89076.41;"2023-08-28";"Pending";"Consignment"
"PO00306";"2024-05-14";"V002";"Vendor B_2";"Mumbai";4.88;"I0002";"Item_2";"Electronics";273;273;1333.91;"2024-05-22";"2024-05-14";0;1;4;1;364157.43;"2024-05-16";"Pending";"Consignment"
"PO00307";"2023-10-21";"V002";"Vendor B_2";"Mumbai";4.88;"I0129";"Item_129";"Packaging";417;417;2081.14;"2023-11-03";"2023-11-08";18;0;0;0;867835.38;"2023-11-08";"Posted";"Regular"
"PO00308";"2024-06-20";"V010";"Vendor J_10";"Lucknow";4.27;"I0062";"Item_62";"Electronics";99;99;323.44;"2024-06-26";"2024-06-20";0;1;0;0;32020.56;"2024-06-21";"Pending";"Spot"
"PO00309";"2023-03-22";"V024";"Vendor X_24";"Hyderabad";3.42;"I0104";"Item_104";"Chemicals";236;236;1127.97;"2023-03-28";"2023-04-09";18;0;0;0;266200.92;"2023-04-09";"Pending";"Consignment"
"PO00310";"2025-04-27";"V006";"Vendor F_6";"Bengaluru";2.89;"I0168";"Item_168";"Electronics";440;440;1596.58;"2025-05-15";"2025-05-15";18;1;3;1;702495.2;"2025-05-16";"Pending";"Consignment"
"PO00311";"2024-05-02";"V004";"Vendor D_4";"Hyderabad";4.0;"I0164";"Item_164";"Packaging";5;5;511.15;"2024-05-07";"2024-05-04";2;1;0;0;2555.75;"2024-05-05";"Disputed";"Spot"
"PO00312";"2024-08-02";"V007";"Vendor G_7";"Delhi";2.65;"I0136";"Item_136";"Raw Material";471;457;1360.03;"2024-08-23";"2024-08-31";29;0;0;0;621533.71;"2024-09-02";"Disputed";"Spot"
"PO00313";"2023-10-05";"V003";"Vendor C_3";"Chennai";4.33;"I0020";"Item_20";"Finished Goods";351;351;2111.95;"2023-10-17";"2023-10-13";8;1;0;0;741294.45;"2023-10-15";"Disputed";"Regular"
"PO00314";"2023-07-03";"V021";"Vendor U_21";"Hyderabad";4.03;"I0005";"Item_5";"Chemicals";493;493;1347.05;"2023-07-12";"2023-07-08";5;1;0;0;664095.65;"2023-07-10";"Pending";"Regular"
"PO00315";"2023-11-03";"V011";"Vendor K_11";"Pune";2.55;"I0145";"Item_145";"Raw Material";124;124;781.5;"2023-11-19";"2023-11-17";14;1;0;0;96906.0;"2023-11-19";"Disputed";"Spot"
"PO00316";"2024-01-29";"V049";"Vendor W_49";"Delhi";3.87;"I0190";"Item_190";"Packaging";72;72;361.61;"2024-02-12";"2024-02-10";12;1;0;0;26035.92;"2024-02-10";"Disputed";"Consignment"
"PO00317";"2023-12-21";"V004";"Vendor D_4";"Hyderabad";4.0;"I0026";"Item_26";"Finished Goods";224;224;1436.75;"2023-12-23";"2023-12-24";3;0;0;0;321832.0;"2023-12-26";"Disputed";"Consignment"
"PO00318";"2024-02-11";"V050";"Vendor X_50";"Ahmedabad";2.96;"I0084";"Item_84";"Raw Material";16;16;700.86;"2024-02-23";"2024-02-16";5;1;0;0;11213.76;"2024-02-17";"Pending";"Regular"
"PO00319";"2023-12-31";"V036";"Vendor J_36";"Delhi";4.52;"I0097";"Item_97";"Finished Goods";222;222;1395.26;"2024-01-13";"2024-01-06";6;1;0;0;309747.72;"2024-01-07";"Posted";"Consignment"
"PO00320";"2023-10-30";"V016";"Vendor P_16";"Hyderabad";2.96;"I0183";"Item_183";"Chemicals";38;28;1097.31;"2023-11-11";"2023-11-13";14;0;0;0;30724.68;"2023-11-15";"Posted";"Consignment"
"PO00321";"2024-02-03";"V021";"Vendor U_21";"Hyderabad";4.03;"I0093";"Item_93";"Spare Parts";55;35;1140.4;"2024-02-08";"2024-02-06";3;1;0;0;39914.0;"2024-02-07";"Posted";"Regular"
"PO00322";"2023-03-31";"V012";"Vendor L_12";"Mumbai";4.92;"I0111";"Item_111";"Packaging";230;230;646.96;"2023-04-09";"2023-04-01";1;1;0;0;148800.8;"2023-04-01";"Posted";"Regular"
"PO00323";"2023-12-29";"V036";"Vendor J_36";"Delhi";4.52;"I0024";"Item_24";"Packaging";306;306;1552.93;"2024-01-07";"2024-01-14";16;0;0;0;475196.58;"2024-01-15";"Posted";"Spot"
"PO00324";"2024-02-28";"V025";"Vendor Y_25";"Jaipur";3.64;"I0200";"Item_200";"Packaging";44;44;1578.77;"2024-03-17";"2024-03-22";23;0;0;0;69465.88;"2024-03-22";"Disputed";"Consignment"
"PO00325";"2023-06-23";"V044";"Vendor R_44";"Mumbai";4.77;"I0098";"Item_98";"Chemicals";87;87;909.41;"2023-07-06";"2023-07-13";20;0;0;0;79118.67;"2023-07-14";"Posted";"Regular"
"PO00326";"2023-06-21";"V028";"Vendor B_28";"Mumbai";3.79;"I0071";"Item_71";"Finished Goods";216;216;1604.5;"2023-07-04";"2023-07-07";16;0;0;0;346572.0;"2023-07-08";"Pending";"Regular"
"PO00327";"2025-01-08";"V041";"Vendor O_41";"Kolkata";2.81;"I0127";"Item_127";"Packaging";305;305;1420.43;"2025-01-21";"2025-01-23";15;0;0;0;433231.15;"2025-01-23";"Pending";"Regular"
"PO00328";"2025-08-29";"V026";"Vendor Z_26";"Lucknow";4.46;"I0086";"Item_86";"Electronics";431;431;577.13;"2025-09-08";"2025-09-08";10;1;0;0;248743.03;"2025-09-09";"Pending";"Spot"
"PO00329";"2024-03-16";"V042";"Vendor P_42";"Lucknow";3.74;"I0153";"Item_153";"Spare Parts";70;70;334.74;"2024-03-27";"2024-03-21";5;1;0;0;23431.8;"2024-03-23";"Posted";"Spot"
"PO00330";"2023-11-18";"V012";"Vendor L_12";"Mumbai";4.92;"I0102";"Item_102";"Raw Material";496;496;550.08;"2023-11-27";"2023-11-18";0;1;0;0;272839.68;"2023-11-20";"Pending";"Consignment"
"PO00331";"2025-03-11";"V016";"Vendor P_16";"Hyderabad";2.96;"I0084";"Item_84";"Raw Material";193;193;588.08;"2025-03-25";"2025-03-28";17;0;0;0;113499.44;"2025-03-29";"Posted";"Consignment"
"PO00332";"2023-07-24";"V038";"Vendor L_38";"Pune";2.74;"I0140";"Item_140";"Packaging";93;93;545.52;"2023-08-11";"2023-07-25";1;1;0;0;50733.36;"2023-07-27";"Pending";"Consignment"
"PO00333";"2023-08-03";"V029";"Vendor C_29";"Bengaluru";3.98;"I0075";"Item_75";"Chemicals";426;426;462.04;"2023-08-11";"2023-08-13";10;0;0;0;196829.04;"2023-08-14";"Disputed";"Spot"
"PO00334";"2023-05-23";"V041";"Vendor O_41";"Kolkata";2.81;"I0078";"Item_78";"Packaging";124;124;1479.91;"2023-06-11";"2023-06-05";13;1;0;0;183508.84;"2023-06-06";"Pending";"Regular"
"PO00335";"2024-04-04";"V039";"Vendor M_39";"Delhi";4.21;"I0123";"Item_123";"Electronics";299;299;937.03;"2024-04-16";"2024-04-12";8;1;0;0;280171.97;"2024-04-14";"Pending";"Consignment"
"PO00336";"2023-02-07";"V024";"Vendor X_24";"Hyderabad";3.42;"I0180";"Item_180";"Chemicals";459;459;1244.61;"2023-02-19";"2023-02-20";13;0;0;0;571275.99;"2023-02-20";"Posted";"Regular"
"PO00337";"2024-11-04";"V043";"Vendor Q_43";"Chennai";2.59;"I0091";"Item_91";"Raw Material";86;86;2036.53;"2024-11-19";"2024-12-01";27;0;5;1;175141.58;"2024-12-03";"Disputed";"Spot"
"PO00338";"2025-02-09";"V022";"Vendor V_22";"Ahmedabad";2.85;"I0111";"Item_111";"Packaging";55;38;768.12;"2025-02-24";"2025-03-02";21;0;0;0;29188.56;"2025-03-04";"Disputed";"Consignment"
"PO00339";"2024-08-17";"V045";"Vendor S_45";"Jaipur";3.15;"I0148";"Item_148";"Raw Material";114;114;1542.33;"2024-08-31";"2024-09-03";17;0;0;0;175825.62;"2024-09-05";"Disputed";"Consignment"
"PO00340";"2024-05-27";"V010";"Vendor J_10";"Lucknow";4.27;"I0089";"Item_89";"Spare Parts";13;13;772.47;"2024-06-09";"2024-06-02";6;1;0;0;10042.11;"2024-06-02";"Posted";"Consignment"
"PO00341";"2023-05-26";"V023";"Vendor W_23";"Pune";3.23;"I0080";"Item_80";"Chemicals";176;176;993.71;"2023-06-05";"2023-06-07";12;0;0;0;174892.96;"2023-06-08";"Pending";"Spot"
"PO00342";"2023-04-10";"V029";"Vendor C_29";"Bengaluru";3.98;"I0185";"Item_185";"Raw Material";357;357;417.4;"2023-04-21";"2023-04-23";13;0;0;0;149011.8;"2023-04-23";"Disputed";"Regular"
"PO00343";"2023-01-24";"V022";"Vendor V_22";"Ahmedabad";2.85;"I0166";"Item_166";"Finished Goods";56;56;535.76;"2023-02-08";"2023-02-17";24;0;0;0;30002.56;"2023-02-19";"Posted";"Consignment"
"PO00344";"2023-06-28";"V036";"Vendor J_36";"Delhi";4.52;"I0041";"Item_41";"Electronics";170;170;265.73;"2023-07-07";"2023-07-13";15;0;0;0;45174.1;"2023-07-13";"Pending";"Consignment"
"PO00345";"2023-07-08";"V012";"Vendor L_12";"Mumbai";4.92;"I0164";"Item_164";"Packaging";337;337;432.62;"2023-07-21";"2023-07-24";16;0;0;0;145792.94;"2023-07-26";"Posted";"Spot"
"PO00346";"2024-08-29";"V028";"Vendor B_28";"Mumbai";3.79;"I0100";"Item_100";"Electronics";3;3;608.93;"2024-09-09";"2024-09-17";19;0;0;0;1826.79;"2024-09-19";"Posted";"Consignment"
"PO00347";"2023-04-15";"V035";"Vendor I_35";"Kolkata";4.91;"I0048";"Item_48";"Packaging";188;188;942.89;"2023-04-24";"2023-04-18";3;1;0;0;177263.32;"2023-04-19";"Disputed";"Spot"
"PO00348";"2024-06-24";"V041";"Vendor O_41";"Kolkata";2.81;"I0081";"Item_81";"Spare Parts";306;306;716.0;"2024-07-04";"2024-06-25";1;1;0;0;219096.0;"2024-06-25";"Pending";"Spot"
"PO00349";"2025-05-15";"V030";"Vendor D_30";"Pune";2.62;"I0159";"Item_159";"Spare Parts";89;89;19.44;"2025-05-26";"2025-06-04";20;0;0;0;1730.16;"2025-06-05";"Disputed";"Consignment"
"PO00350";"2023-03-28";"V044";"Vendor R_44";"Mumbai";4.77;"I0035";"Item_35";"Electronics";161;141;619.17;"2023-04-04";"2023-03-28";0;1;0;0;87302.97;"2023-03-29";"Disputed";"Regular"
"PO00351";"2024-06-07";"V025";"Vendor Y_25";"Jaipur";3.64;"I0108";"Item_108";"Raw Material";306;281;1400.8;"2024-06-20";"2024-06-16";9;1;0;0;393624.8;"2024-06-17";"Disputed";"Consignment"
"PO00352";"2024-12-11";"V042";"Vendor P_42";"Lucknow";3.74;"I0045";"Item_45";"Electronics";285;285;1622.15;"2024-12-20";"2025-01-03";23;0;0;0;462312.75;"2025-01-03";"Pending";"Spot"
"PO00353";"2024-09-26";"V004";"Vendor D_4";"Hyderabad";4.0;"I0092";"Item_92";"Spare Parts";488;479;492.62;"2024-10-07";"2024-10-14";18;0;0;0;235964.98;"2024-10-15";"Disputed";"Consignment"
"PO00354";"2024-10-30";"V032";"Vendor F_32";"Chennai";2.93;"I0105";"Item_105";"Finished Goods";351;351;1959.13;"2024-11-07";"2024-10-30";0;1;0;0;687654.63;"2024-10-31";"Pending";"Regular"
"PO00355";"2023-03-26";"V037";"Vendor K_37";"Delhi";3.26;"I0008";"Item_8";"Raw Material";408;408;409.63;"2023-04-17";"2023-04-21";26;0;0;0;167129.04;"2023-04-22";"Posted";"Consignment"
"PO00356";"2023-10-23";"V011";"Vendor K_11";"Pune";2.55;"I0200";"Item_200";"Packaging";235;235;1843.18;"2023-11-09";"2023-11-14";22;0;0;0;433147.3;"2023-11-15";"Disputed";"Consignment"
"PO00357";"2023-04-26";"V037";"Vendor K_37";"Delhi";3.26;"I0030";"Item_30";"Raw Material";138;138;273.46;"2023-05-08";"2023-05-10";14;0;0;0;37737.48;"2023-05-11";"Disputed";"Regular"
"PO00358";"2025-02-17";"V047";"Vendor U_47";"Delhi";3.28;"I0113";"Item_113";"Raw Material";280;280;1433.51;"2025-02-27";"2025-02-25";8;1;0;0;401382.8;"2025-02-27";"Disputed";"Regular"
"PO00359";"2023-11-01";"V003";"Vendor C_3";"Chennai";4.33;"I0116";"Item_116";"Finished Goods";135;135;1665.16;"2023-11-08";"2023-11-02";1;1;0;0;224796.6;"2023-11-03";"Posted";"Regular"
"PO00360";"2023-08-03";"V048";"Vendor V_48";"Pune";3.8;"I0151";"Item_151";"Packaging";353;353;1213.2;"2023-08-15";"2023-08-23";20;0;0;0;428259.6;"2023-08-25";"Pending";"Regular"
"PO00361";"2024-09-22";"V009";"Vendor I_9";"Delhi";4.0;"I0053";"Item_53";"Raw Material";417;417;599.59;"2024-10-09";"2024-10-14";22;0;0;0;250029.03;"2024-10-15";"Disputed";"Spot"
"PO00362";"2024-09-03";"V035";"Vendor I_35";"Kolkata";4.91;"I0044";"Item_44";"Packaging";166;166;1050.07;"2024-09-08";"2024-09-07";4;1;0;0;174311.62;"2024-09-09";"Pending";"Consignment"
"PO00363";"2025-07-10";"V044";"Vendor R_44";"Mumbai";4.77;"I0025";"Item_25";"Electronics";70;70;1281.14;"2025-07-15";"2025-07-18";8;0;0;0;89679.8;"2025-07-18";"Pending";"Consignment"
"PO00364";"2023-05-10";"V045";"Vendor S_45";"Jaipur";3.15;"I0034";"Item_34";"Chemicals";128;107;137.51;"2023-05-21";"2023-05-23";13;0;0;0;14713.57;"2023-05-25";"Pending";"Spot"
"PO00365";"2023-05-26";"V037";"Vendor K_37";"Delhi";3.26;"I0162";"Item_162";"Electronics";138;138;1414.88;"2023-06-14";"2023-06-14";19;1;0;0;195253.44;"2023-06-14";"Disputed";"Regular"
"PO00366";"2024-02-17";"V033";"Vendor G_33";"Bengaluru";2.66;"I0192";"Item_192";"Raw Material";143;143;1937.07;"2024-03-03";"2024-02-29";12;1;0;0;277001.01;"2024-03-01";"Pending";"Spot"
"PO00367";"2024-08-18";"V001";"Vendor A_1";"Delhi";3.44;"I0199";"Item_199";"Spare Parts";434;434;2188.64;"2024-09-04";"2024-09-06";19;0;0;0;949869.76;"2024-09-07";"Disputed";"Consignment"
"PO00368";"2024-12-15";"V023";"Vendor W_23";"Pune";3.23;"I0017";"Item_17";"Finished Goods";408;408;323.92;"2024-12-25";"2024-12-21";6;1;0;0;132159.36;"2024-12-22";"Posted";"Spot"
"PO00369";"2023-10-02";"V021";"Vendor U_21";"Hyderabad";4.03;"I0073";"Item_73";"Chemicals";173;173;664.23;"2023-10-18";"2023-10-16";14;1;0;0;114911.79;"2023-10-17";"Pending";"Consignment"
"PO00370";"2025-02-19";"V004";"Vendor D_4";"Hyderabad";4.0;"I0012";"Item_12";"Finished Goods";51;51;615.98;"2025-02-25";"2025-02-21";2;1;0;0;31414.98;"2025-02-21";"Posted";"Regular"
"PO00371";"2024-03-27";"V030";"Vendor D_30";"Pune";2.62;"I0001";"Item_1";"Finished Goods";491;491;2102.69;"2024-04-14";"2024-04-11";15;1;0;0;1032420.79;"2024-04-11";"Disputed";"Spot"
"PO00372";"2023-06-12";"V018";"Vendor R_18";"Lucknow";3.81;"I0024";"Item_24";"Packaging";336;336;1595.41;"2023-06-21";"2023-06-23";11;0;0;0;536057.76;"2023-06-25";"Disputed";"Regular"
"PO00373";"2023-02-23";"V026";"Vendor Z_26";"Lucknow";4.46;"I0161";"Item_161";"Chemicals";157;157;1142.93;"2023-03-14";"2023-03-07";12;1;0;0;179440.01;"2023-03-08";"Disputed";"Regular"
"PO00374";"2024-12-21";"V007";"Vendor G_7";"Delhi";2.65;"I0001";"Item_1";"Finished Goods";110;110;1746.31;"2025-01-07";"2025-01-09";19;0;0;0;192094.1;"2025-01-09";"Disputed";"Consignment"
"PO00375";"2024-03-31";"V001";"Vendor A_1";"Delhi";3.44;"I0003";"Item_3";"Chemicals";357;357;1719.88;"2024-04-18";"2024-04-28";28;0;0;0;613997.16;"2024-04-29";"Disputed";"Regular"
"PO00376";"2024-05-04";"V005";"Vendor E_5";"Hyderabad";2.89;"I0059";"Item_59";"Electronics";197;190;471.83;"2024-05-16";"2024-05-08";4;1;0;0;89647.7;"2024-05-09";"Pending";"Regular"
"PO00377";"2024-01-27";"V050";"Vendor X_50";"Ahmedabad";2.96;"I0193";"Item_193";"Finished Goods";448;404;1882.46;"2024-02-11";"2024-02-11";15;1;0;0;760513.84;"2024-02-13";"Disputed";"Regular"
"PO00378";"2024-09-16";"V042";"Vendor P_42";"Lucknow";3.74;"I0043";"Item_43";"Chemicals";226;226;1357.74;"2024-09-25";"2024-10-05";19;0;0;0;306849.24;"2024-10-07";"Posted";"Spot"
"PO00379";"2024-09-22";"V044";"Vendor R_44";"Mumbai";4.77;"I0114";"Item_114";"Electronics";441;441;1053.01;"2024-10-05";"2024-10-12";20;0;0;0;464377.41;"2024-10-12";"Posted";"Consignment"
"PO00380";"2025-01-17";"V025";"Vendor Y_25";"Jaipur";3.64;"I0090";"Item_90";"Chemicals";494;494;2230.33;"2025-01-31";"2025-02-10";24;0;0;0;1101783.02;"2025-02-10";"Pending";"Consignment"
"PO00381";"2023-03-28";"V016";"Vendor P_16";"Hyderabad";2.96;"I0142";"Item_142";"Packaging";308;308;1673.81;"2023-04-06";"2023-04-02";5;1;0;0;515533.48;"2023-04-04";"Posted";"Consignment"
"PO00382";"2025-06-15";"V020";"Vendor T_20";"Ahmedabad";3.23;"I0053";"Item_53";"Raw Material";266;266;607.92;"2025-06-28";"2025-06-23";8;1;0;0;161706.72;"2025-06-24";"Pending";"Consignment"
"PO00383";"2023-02-25";"V016";"Vendor P_16";"Hyderabad";2.96;"I0127";"Item_127";"Packaging";198;166;1205.32;"2023-03-08";"2023-03-12";15;0;0;0;200083.12;"2023-03-12";"Disputed";"Regular"
"PO00384";"2024-01-05";"V021";"Vendor U_21";"Hyderabad";4.03;"I0034";"Item_34";"Chemicals";199;199;138.12;"2024-01-17";"2024-01-22";17;0;0;0;27485.88;"2024-01-23";"Disputed";"Consignment"
"PO00385";"2023-06-26";"V049";"Vendor W_49";"Delhi";3.87;"I0121";"Item_121";"Electronics";489;489;1371.78;"2023-07-03";"2023-06-26";0;1;0;0;670800.42;"2023-06-28";"Posted";"Regular"
"PO00386";"2023-09-26";"V014";"Vendor N_14";"Delhi";3.03;"I0011";"Item_11";"Packaging";473;447;823.31;"2023-10-16";"2023-10-19";23;0;0;0;368019.57;"2023-10-21";"Disputed";"Consignment"
"PO00387";"2025-02-24";"V027";"Vendor A_27";"Chennai";3.0;"I0109";"Item_109";"Finished Goods";360;360;477.86;"2025-03-10";"2025-03-06";10;1;0;0;172029.6;"2025-03-08";"Disputed";"Regular"
"PO00388";"2023-10-12";"V006";"Vendor F_6";"Bengaluru";2.89;"I0080";"Item_80";"Chemicals";41;41;1167.3;"2023-10-28";"2023-10-22";10;1;0;0;47859.3;"2023-10-22";"Disputed";"Spot"
"PO00389";"2024-02-05";"V038";"Vendor L_38";"Pune";2.74;"I0163";"Item_163";"Electronics";391;391;1190.1;"2024-02-16";"2024-02-16";11;1;0;0;465329.1;"2024-02-16";"Pending";"Consignment"
"PO00390";"2024-03-23";"V047";"Vendor U_47";"Delhi";3.28;"I0062";"Item_62";"Electronics";30;30;325.9;"2024-04-02";"2024-04-09";17;0;0;0;9777.0;"2024-04-09";"Pending";"Consignment"
"PO00391";"2024-09-15";"V004";"Vendor D_4";"Hyderabad";4.0;"I0080";"Item_80";"Chemicals";342;342;1077.17;"2024-09-24";"2024-09-16";1;1;0;0;368392.14;"2024-09-16";"Posted";"Consignment"
"PO00392";"2023-05-21";"V045";"Vendor S_45";"Jaipur";3.15;"I0003";"Item_3";"Chemicals";84;84;1683.6;"2023-06-08";"2023-06-09";19;0;0;0;141422.4;"2023-06-11";"Disputed";"Spot"
"PO00393";"2023-06-20";"V024";"Vendor X_24";"Hyderabad";3.42;"I0033";"Item_33";"Packaging";384;384;672.69;"2023-06-30";"2023-07-01";11;0;0;0;258312.96;"2023-07-01";"Posted";"Spot"
"PO00394";"2025-04-06";"V028";"Vendor B_28";"Mumbai";3.79;"I0070";"Item_70";"Chemicals";269;223;1166.25;"2025-04-18";"2025-04-17";11;1;0;0;260073.75;"2025-04-19";"Posted";"Spot"
"PO00395";"2024-04-11";"V033";"Vendor G_33";"Bengaluru";2.66;"I0093";"Item_93";"Spare Parts";29;29;1084.09;"2024-04-21";"2024-04-16";5;1;0;0;31438.61;"2024-04-17";"Posted";"Spot"
"PO00396";"2025-03-02";"V007";"Vendor G_7";"Delhi";2.65;"I0147";"Item_147";"Spare Parts";346;346;1393.61;"2025-03-09";"2025-03-12";10;0;0;0;482189.06;"2025-03-14";"Posted";"Regular"
"PO00397";"2025-05-29";"V001";"Vendor A_1";"Delhi";3.44;"I0063";"Item_63";"Spare Parts";24;24;1802.61;"2025-06-19";"2025-06-12";14;1;0;0;43262.64;"2025-06-12";"Posted";"Regular"
"PO00398";"2024-07-20";"V046";"Vendor T_46";"Ahmedabad";4.16;"I0190";"Item_190";"Packaging";336;336;364.15;"2024-07-31";"2024-08-05";16;0;0;0;122354.4;"2024-08-06";"Disputed";"Spot"
"PO00399";"2023-10-05";"V005";"Vendor E_5";"Hyderabad";2.89;"I0147";"Item_147";"Spare Parts";191;147;1669.43;"2023-10-17";"2023-10-20";15;0;0;0;245406.21;"2023-10-20";"Posted";"Consignment"
"PO00400";"2023-02-17";"V026";"Vendor Z_26";"Lucknow";4.46;"I0018";"Item_18";"Spare Parts";450;450;1813.88;"2023-02-27";"2023-02-26";9;1;0;0;816246.0;"2023-02-27";"Pending";"Regular"
"PO00401";"2024-07-20";"V030";"Vendor D_30";"Pune";2.62;"I0003";"Item_3";"Chemicals";189;152;1812.29;"2024-08-06";"2024-08-10";21;0;0;0;275468.08;"2024-08-12";"Disputed";"Regular"
"PO00402";"2024-04-20";"V024";"Vendor X_24";"Hyderabad";3.42;"I0152";"Item_152";"Electronics";498;498;167.04;"2024-05-02";"2024-04-27";7;1;0;0;83185.92;"2024-04-27";"Disputed";"Consignment"
"PO00403";"2025-02-17";"V016";"Vendor P_16";"Hyderabad";2.96;"I0039";"Item_39";"Spare Parts";4;4;1601.65;"2025-02-27";"2025-03-07";18;0;4;1;6406.6;"2025-03-08";"Disputed";"Consignment"
"PO00404";"2025-06-17";"V001";"Vendor A_1";"Delhi";3.44;"I0086";"Item_86";"Electronics";1;1;746.37;"2025-07-04";"2025-07-07";20;0;0;0;746.37;"2025-07-09";"Disputed";"Spot"
"PO00405";"2023-04-17";"V014";"Vendor N_14";"Delhi";3.03;"I0136";"Item_136";"Raw Material";122;122;1177.48;"2023-05-11";"2023-05-09";22;1;0;0;143652.56;"2023-05-09";"Disputed";"Spot"
"PO00406";"2023-04-06";"V003";"Vendor C_3";"Chennai";4.33;"I0060";"Item_60";"Spare Parts";460;460;176.15;"2023-04-16";"2023-04-08";2;1;0;0;81029.0;"2023-04-09";"Pending";"Consignment"
"PO00407";"2023-03-28";"V038";"Vendor L_38";"Pune";2.74;"I0025";"Item_25";"Electronics";259;233;1373.58;"2023-04-10";"2023-04-04";7;1;0;0;320044.14;"2023-04-06";"Posted";"Spot"
"PO00408";"2024-11-09";"V009";"Vendor I_9";"Delhi";4.0;"I0061";"Item_61";"Spare Parts";150;150;510.62;"2024-11-20";"2024-11-23";14;0;0;0;76593.0;"2024-11-24";"Disputed";"Consignment"
"PO00409";"2023-12-01";"V021";"Vendor U_21";"Hyderabad";4.03;"I0116";"Item_116";"Finished Goods";140;140;1905.94;"2023-12-05";"2023-12-01";0;1;0;0;266831.6;"2023-12-01";"Disputed";"Regular"
"PO00410";"2023-06-09";"V007";"Vendor G_7";"Delhi";2.65;"I0043";"Item_43";"Chemicals";231;231;1526.77;"2023-06-20";"2023-06-19";10;1;0;0;352683.87;"2023-06-21";"Pending";"Regular"
"PO00411";"2024-04-07";"V020";"Vendor T_20";"Ahmedabad";3.23;"I0119";"Item_119";"Chemicals";136;136;94.99;"2024-04-22";"2024-04-14";7;1;0;0;12918.64;"2024-04-16";"Pending";"Consignment"
"PO00412";"2024-12-14";"V039";"Vendor M_39";"Delhi";4.21;"I0011";"Item_11";"Packaging";111;111;818.77;"2024-12-24";"2025-01-02";19;0;0;0;90883.47;"2025-01-02";"Disputed";"Regular"
"PO00413";"2023-12-31";"V026";"Vendor Z_26";"Lucknow";4.46;"I0132";"Item_132";"Raw Material";26;26;204.55;"2024-01-08";"2024-01-06";6;1;0;0;5318.3;"2024-01-06";"Posted";"Spot"
"PO00414";"2025-05-25";"V029";"Vendor C_29";"Bengaluru";3.98;"I0143";"Item_143";"Chemicals";384;384;1597.17;"2025-06-03";"2025-06-01";7;1;0;0;613313.28;"2025-06-01";"Posted";"Regular"
"PO00415";"2023-01-13";"V004";"Vendor D_4";"Hyderabad";4.0;"I0200";"Item_200";"Packaging";114;88;1805.92;"2023-01-24";"2023-01-20";7;1;0;0;158920.96;"2023-01-22";"Disputed";"Regular"
"PO00416";"2024-08-19";"V038";"Vendor L_38";"Pune";2.74;"I0067";"Item_67";"Packaging";470;470;1849.11;"2024-09-04";"2024-09-11";23;0;0;1;869081.7;"2024-09-11";"Disputed";"Spot"
"PO00417";"2025-04-08";"V009";"Vendor I_9";"Delhi";4.0;"I0024";"Item_24";"Packaging";464;464;1537.87;"2025-04-21";"2025-05-05";27;0;0;0;713571.68;"2025-05-05";"Posted";"Spot"
"PO00418";"2023-02-21";"V011";"Vendor K_11";"Pune";2.55;"I0147";"Item_147";"Spare Parts";222;222;1422.39;"2023-03-02";"2023-03-01";8;1;0;0;315770.58;"2023-03-01";"Pending";"Consignment"
"PO00419";"2024-03-12";"V012";"Vendor L_12";"Mumbai";4.92;"I0091";"Item_91";"Raw Material";110;110;1848.89;"2024-03-26";"2024-03-24";12;1;0;0;203377.9;"2024-03-25";"Posted";"Regular"
"PO00420";"2024-09-20";"V040";"Vendor N_40";"Kolkata";3.6;"I0158";"Item_158";"Chemicals";126;126;1423.61;"2024-09-30";"2024-09-20";0;1;0;0;179374.86;"2024-09-22";"Pending";"Regular"
"PO00421";"2023-03-31";"V018";"Vendor R_18";"Lucknow";3.81;"I0099";"Item_99";"Raw Material";71;71;96.22;"2023-04-15";"2023-04-10";10;1;0;0;6831.62;"2023-04-12";"Posted";"Consignment"
